an_id,platforms,logsource,channel,dc_id,dc_name 
AN0415,ESXi,esxi:vmkernel,file delete|datastore purge,DC0098,Volume Deletion
AN0416,Containers,auditd:SYSCALL,"unlink, unlinkat, rmdir",DC0040,File Deletion
AN0416,Containers,docker:events,container exec rm|container stop --force,DC0064,Command Execution
AN0417,SaaS,AWS:CloudTrail,PutIdentityPolicy,DC0069,Cloud Service Modification
AN0417,SaaS,AWS:CloudTrail,SendEmail,DC0038,Application Log Content
AN0417,SaaS,AWS:CloudTrail,AssumeRole,DC0013,User Account Metadata
AN0418,Identity Provider,WinEventLog:Security,"EventCode=4769, 1200, 1202",DC0002,User Account Authentication
AN0418,Identity Provider,azure:signinlogs,SAML-based login with anomalous issuer or NotOnOrAfter lifetime,DC0088,Logon Session Metadata
AN0419,IaaS,AWS:CloudTrail,AssumeRoleWithSAML,DC0007,Web Credential Usage
AN0419,IaaS,CloudTrail:Signin,SAML login without corresponding IdP authentication log,DC0067,Logon Session Creation
AN0420,Windows,WinEventLog:ADFS,Token issuance events showing anomalous claims or issuers,DC0006,Web Credential Creation
AN0420,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN0421,SaaS,m365:unified,Abnormal user claims or unexpected elevated role assignment in SAML assertion,DC0088,Logon Session Metadata
AN0421,SaaS,saas:access,SAML token accepted without preceding login challenge,DC0007,Web Credential Usage
AN0422,Office Suite,m365:exchange,Mailbox access using SAML token without corresponding MFA event,DC0007,Web Credential Usage
AN0422,Office Suite,m365:sharepoint,File access with forged or anomalous SAML claims,DC0067,Logon Session Creation
AN0423,Windows,NSM:Flow,"http.log, ftp.log",DC0085,Network Traffic Content
AN0423,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0055,File Access
AN0423,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0423,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0424,Linux,NSM:Flow,"http.log, ftp.log",DC0085,Network Traffic Content
AN0424,Linux,NSM:Flow,flow records,DC0078,Network Traffic Flow
AN0424,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0424,Linux,auditd:SYSCALL,connect,DC0082,Network Connection Creation
AN0425,macOS,NSM:Flow,"http.log, ftp.log",DC0085,Network Traffic Content
AN0425,macOS,macos:osquery,socket_events,DC0078,Network Traffic Flow
AN0425,macOS,macos:osquery,process_events,DC0032,Process Creation
AN0425,macOS,macos:unifiedlog,log stream - file subsystem,DC0055,File Access
AN0426,ESXi,NSM:Flow,flow records,DC0078,Network Traffic Flow
AN0426,ESXi,NSM:Flow,http.log,DC0085,Network Traffic Content
AN0426,ESXi,esxi:hostd,event stream,DC0064,Command Execution
AN0427,Network Devices,NSM:Flow,PCAP inspection,DC0085,Network Traffic Content
AN0427,Network Devices,networkdevice:cli,CLI command logs,DC0064,Command Execution
AN0427,Network Devices,networkdevice:syslog,flow records,DC0078,Network Traffic Flow
AN0428,Windows,WinEventLog:Sysmon,EventCode=9,DC0054,Drive Access
AN0428,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0429,Linux,auditd:SYSCALL,"open, write: Write operations targeting /dev/sda, /dev/nvme0n1, or EFI partition mounts",DC0061,File Modification
AN0429,Linux,linux:syslog,Block device write errors or unusual bootloader activity,DC0046,Drive Modification
AN0430,Windows,EDR:Telemetry,"Process lineage and API usage enrichment (GetSystemTime, GetTimeZoneInformation, NtQuerySystemTime)",DC0034,Process Metadata
AN0430,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0430,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0430,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0430,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0430,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0430,Windows,WinEventLog:TaskScheduler,EventCode=106,DC0001,Scheduled Job Creation
AN0430,Windows,WinEventLog:TaskScheduler,Task registration/execution shortly after a time discovery event,DC0005,Scheduled Job Metadata
AN0430,Windows,etw:Microsoft-Windows-Kernel-Process,High-frequency or suspicious sequence of QueryPerformanceCounter/GetTickCount API calls from a non-standard process lineage,DC0021,OS API Execution
AN0431,Linux,auditd:SYSCALL,"type=EXECVE or SYSCALL for /bin/date, /usr/bin/timedatectl, /sbin/hwclock, /bin/cat /etc/timezone, /bin/cat /proc/uptime",DC0032,Process Creation
AN0431,Linux,auditd:SYSCALL,"Rules capturing clock_gettime, time, gettimeofday syscalls when enabled",DC0021,OS API Execution
AN0431,Linux,linux:cron,cron activity,DC0005,Scheduled Job Metadata
AN0431,Linux,linux:syslog,sudo/date/timedatectl execution by non-standard users,DC0002,User Account Authentication
AN0432,macOS,macos:unifiedlog,"process exec events of systemsetup, date, ioreg with command_line parameters indicating time discovery",DC0032,Process Creation
AN0432,macOS,macos:unifiedlog,New/modified launchd plist (persistence/scheduling) within TimeWindow after time query,DC0005,Scheduled Job Metadata
AN0433,ESXi,esxi:hostd,/var/log/hostd.log API calls reading/altering time/ntp settings,DC0034,Process Metadata
AN0433,ESXi,esxi:shell,"/var/log/shell.log entries containing ""esxcli system clock get""",DC0064,Command Execution
AN0433,ESXi,esxi:syslog,/var/log/vpxa.log task invocations tied to time configuration,DC0005,Scheduled Job Metadata
AN0434,Network Devices,networkdevice:config,config-change: timezone or ntp server configuration change after a time query command,DC0061,File Modification
AN0434,Network Devices,networkdevice:syslog,"command-exec: CLI commands containing ""show clock"", ""show clock detail"", ""show timezone"" executed by suspicious user/source",DC0064,Command Execution
AN0435,macOS,macos:unifiedlog,process execution events with dylib load activity,DC0016,Module Load
AN0435,macOS,macos:unifiedlog,create/modify dylib files in monitored directories,DC0039,File Creation
AN0435,macOS,macos:unifiedlog,replace existing dylibs,DC0061,File Modification
AN0436,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0055,File Access
AN0436,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0436,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0437,Linux,NSM:Flow,large HTTPS POST requests to webhook endpoints,DC0085,Network Traffic Content
AN0437,Linux,auditd:EXECVE,"curl -X POST, wget --post-data",DC0064,Command Execution
AN0437,Linux,auditd:SYSCALL,read/open of sensitive files,DC0055,File Access
AN0438,macOS,macos:unifiedlog,"execution of osascript, curl, or unexpected automation",DC0032,Process Creation
AN0438,macOS,macos:unifiedlog,file read of sensitive directories,DC0055,File Access
AN0438,macOS,macos:unifiedlog,HTTPS POST to known webhook URLs,DC0078,Network Traffic Flow
AN0439,ESXi,esxi:hostd,datastore file access,DC0055,File Access
AN0439,ESXi,esxi:vmkernel,HTTPS POST connections to webhook endpoints,DC0085,Network Traffic Content
AN0440,SaaS,m365:unified,"Set-Mailbox, Add-InboxRule, RegisterWebhook",DC0038,Application Log Content
AN0440,SaaS,saas:api,Webhook registrations or repeated POST activity,DC0078,Network Traffic Flow
AN0441,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0441,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN0442,IaaS,AWS:CloudTrail,LeaveOrganization: API calls severing accounts from AWS Organizations,DC0069,Cloud Service Modification
AN0443,SaaS,saas:application,"High-frequency invocation of SMS-related API endpoints from publicly accessible OTP or verification forms (e.g., Twilio: SendMessage, Cognito: AdminCreateUser) with irregular destination patterns.",DC0038,Application Log Content
AN0443,SaaS,saas:audit,"Repeated requests to SMS-generating endpoints using anomalous or new user agents, IP ranges, or geographies.",DC0002,User Account Authentication
AN0444,Windows,WinEventLog:Security,EventCode=4769,DC0084,Active Directory Credential Request
AN0444,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN0444,Windows,WinEventLog:Security,EventCode=4672,DC0088,Logon Session Metadata
AN0444,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0445,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0445,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0445,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0446,Windows,WinEventLog:System,EventCode=2003,DC0042,Drive Creation
AN0447,Linux,auditd:SYSCALL,udev events or drive enumeration involving TinyPilot paths or device classes,DC0042,Drive Creation
AN0448,macOS,macos:unifiedlog,Hardware enumeration events via IOKit or USBMuxd showing TinyPilot or unknown keyboard/mouse,DC0042,Drive Creation
AN0449,Identity Provider,NSM:Connections,PushNotificationSent,DC0038,Application Log Content
AN0449,Identity Provider,azure:signinlogs,Multiple MFA challenge requests without successful primary login,DC0002,User Account Authentication
AN0450,IaaS,AWS:CloudTrail,AssumeRole or ConsoleLogin with repeated MFA failures followed by repeated MFA requests,DC0002,User Account Authentication
AN0451,Windows,WinEventLog:Security,EventCode=4625,DC0002,User Account Authentication
AN0452,Linux,auditd:AUTH,pam_unix or pam_google_authenticator invoked repeatedly within short interval,DC0002,User Account Authentication
AN0453,SaaS,saas:okta,MFAChallengeIssued,DC0038,Application Log Content
AN0454,macOS,macos:unifiedlog,authd generating multiple MFA token requests,DC0088,Logon Session Metadata
AN0455,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0455,Windows,WinEventLog:Security,EventCode=4662,DC0071,Active Directory Object Access
AN0455,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0456,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0456,Linux,auditd:SYSCALL,"open,openat,read",DC0013,User Account Metadata
AN0456,Linux,linux:syslog,sudo chage|grep pam_pwquality|cat /etc/login.defs,DC0064,Command Execution
AN0457,macOS,macos:MDM,profiles -P|getaccountpolicies,DC0013,User Account Metadata
AN0457,macOS,macos:unifiedlog,pwpolicy|PasswordPolicy,DC0064,Command Execution
AN0457,macOS,macos:unifiedlog,exec /usr/bin/pwpolicy,DC0032,Process Creation
AN0458,IaaS,AWS:CloudTrail,GetAccountPasswordPolicy,DC0013,User Account Metadata
AN0459,Identity Provider,azure:audit,operation contains 'Get*Password*Policy' OR 'List*Authentication*Policy' OR 'Get-ADDefaultDomainPasswordPolicy',DC0013,User Account Metadata
AN0460,SaaS,m365:unified,Workload=AzureActiveDirectory OR Exchange AND (Operation=Cmdlet AND Parameters contains 'Password' AND (CmdletName='Get-*' OR CmdletName='Get-OrganizationConfig')),DC0013,User Account Metadata
AN0461,Network Devices,networkdevice:syslog,cmd='show aaa*' OR 'show running-config | include password|aaa' OR 'show aaa common-criteria policy all',DC0064,Command Execution
AN0462,Windows,NSM:Flow,"Single, low-volume inbound packet (REJ/S0/OTH or uncommon dport/protocol) from src_ip followed by outbound SF connection to src_ip.",DC0085,Network Traffic Content
AN0462,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0462,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0462,Windows,WinEventLog:Sysmon,EventCode=6,DC0079,Driver Load
AN0462,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0462,Windows,WinEventLog:System,EventCode=7045,DC0060,Service Creation
AN0463,Linux,NSM:Flow,Rare inbound packet characteristics (ICMP/UDP/TCP to uncommon port) from src_ip followed ≤TimeWindow by outbound SF from same host to src_ip.,DC0085,Network Traffic Content
AN0463,Linux,auditd:SYSCALL,"socket(AF_PACKET|AF_INET, SOCK_RAW, *), setsockopt(… SO_ATTACH_FILTER|SO_ATTACH_BPF …), bpf(cmd=BPF_PROG_LOAD), open/openat path=""/dev/bpf*"" (BSD/macOS-like) or setcap cap_net_raw.",DC0032,Process Creation
AN0463,Linux,linux:osquery,family=AF_PACKET or protocol raw; process name not in allowlist.,DC0082,Network Connection Creation
AN0464,macOS,NSM:Flow,Inbound one-off packet to uncommon port → outbound SF to same src_ip within TimeWindow.,DC0085,Network Traffic Content
AN0464,macOS,OpenBSM:AuditTrail,open/openat of /dev/bpf*; ioctl BIOCSETF-like operations.,DC0032,Process Creation
AN0464,macOS,macos:unifiedlog,First outbound connection from the same PID/user shortly after an inbound trigger.,DC0082,Network Connection Creation
AN0465,Network Devices,NSM:Flow,Source/destination IP translation inconsistent with intended policy,DC0078,Network Traffic Flow
AN0465,Network Devices,networkdevice:config,NAT table modification (add/update/delete rule),DC0085,Network Traffic Content
AN0466,Linux,auditd:SYSCALL,"execve, prctl, or ptrace activity affecting process memory or command-line arguments",DC0034,Process Metadata
AN0466,Linux,ebpf:tracepoints,Runtime memory overwrite of argv[] memory region,DC0020,Process Modification
AN0467,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0467,Linux,auditd:SYSCALL,PATH,DC0040,File Deletion
AN0468,macOS,fs:fsusage,"unlink, write",DC0061,File Modification
AN0468,macOS,macos:unifiedlog,process,DC0032,Process Creation
AN0469,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0469,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0061,File Modification
AN0469,Windows,WinEventLog:Sysmon,EventCode=23,DC0040,File Deletion
AN0470,ESXi,esxi:shell,/var/log/shell.log,DC0040,File Deletion
AN0471,Network Devices,networkdevice:syslog,CLI command audit,DC0064,Command Execution
AN0472,Windows,WinEventLog:Application,Exchange Transport Service loads unusual .NET assembly or errors upon transport agent execution,DC0038,Application Log Content
AN0472,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0472,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0472,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0472,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0473,Linux,auditd:EXECVE,"/usr/sbin/postfix, /usr/sbin/exim, /usr/sbin/sendmail",DC0032,Process Creation
AN0473,Linux,auditd:SYSCALL,write,DC0061,File Modification
AN0473,Linux,auditd:SYSCALL,write,DC0039,File Creation
AN0473,Linux,linux:Sysmon,EventCode=7,DC0016,Module Load
AN0473,Linux,linux:syslog,"milter configuration updated, transport rule initialized, unexpected script execution",DC0038,Application Log Content
AN0474,Windows,WinEventLog:Microsoft-Windows-Kernel-Boot,Firmware integrity validation failed or boot configuration tampered,DC0004,Firmware Modification
AN0474,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0474,Windows,WinEventLog:Sysmon,EventCode=6,DC0079,Driver Load
AN0475,Linux,auditd:SYSCALL,write access to /dev/mem or /sys/firmware/efi/efivars,DC0004,Firmware Modification
AN0475,Linux,auditd:SYSCALL,"execution of known flash tools (e.g., flashrom, fwupd)",DC0032,Process Creation
AN0476,macOS,macos:unifiedlog,com.apple.firmwareupdater activity or update-firmware binary invoked,DC0032,Process Creation
AN0476,macOS,macos:unifiedlog,boot failure events or SMC validation errors,DC0004,Firmware Modification
AN0477,Network Devices,NSM:Flow,large upload to firmware interface port or path,DC0085,Network Traffic Content
AN0477,Network Devices,networkdevice:firmware,Firmware update initiated or bootloader tampering detected,DC0004,Firmware Modification
AN0478,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0478,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0478,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0479,Linux,auditd:SYSCALL,"execve of system tools like dmidecode, lspci, lscpu, dmesg, systemd-detect-virt",DC0032,Process Creation
AN0480,macOS,macos:unifiedlog,"exec or spawn of 'system_profiler', 'ioreg', 'kextstat', 'sysctl', or calls to sysctl API",DC0032,Process Creation
AN0481,IaaS,AWS:CloudTrail,DescribeInstances,DC0086,Instance Metadata
AN0481,IaaS,AWS:CloudTrail,ListBuckets,DC0017,Cloud Storage Enumeration
AN0481,IaaS,AWS:CloudTrail,DescribeDBInstances,DC0075,Instance Enumeration
AN0482,Network Devices,networkdevice:cli,"Execution of commands to load, copy, or replace system images (e.g., 'copy tftp flash', 'boot system')",DC0064,Command Execution
AN0482,Network Devices,networkdevice:config,"Configuration changes to boot variables, startup image paths, or checksum verification failures",DC0061,File Modification
AN0483,IaaS,AWS:CloudTrail,Web console logins using session cookies without corresponding MFA event,DC0067,Logon Session Creation
AN0483,IaaS,AWS:CloudTrail,"GetSessionToken, AssumeRoleWithWebIdentity",DC0007,Web Credential Usage
AN0484,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN0484,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0485,Linux,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0485,Linux,auditd:SYSCALL,Unusual processes accessing or modifying cookie databases,DC0055,File Access
AN0486,macOS,macos:unifiedlog,Abnormal process access to Safari or Chrome cookie storage,DC0055,File Access
AN0486,macOS,macos:unifiedlog,New session initiated using cookies without normal MFA or password validation,DC0007,Web Credential Usage
AN0487,SaaS,m365:unified,Session activity without correlated login event,DC0007,Web Credential Usage
AN0487,SaaS,saas:access,Multiple concurrent logins using same cookie from different locations,DC0067,Logon Session Creation
AN0488,Windows,WinEventLog:AppLocker,AppLocker audit/blocks showing developer utilities executing scripts/binaries outside policy,DC0034,Process Metadata
AN0488,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0488,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0488,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0488,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0489,Windows,WinEventLog:Application,"Unexpected spikes in request volume, application-level errors, or thread pool exhaustion in web or API logs",DC0038,Application Log Content
AN0489,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0489,Windows,Windows:perfmon,"Sustained CPU/memory exhaustion by service process (e.g., w3wp.exe)",DC0018,Host Status
AN0490,Linux,NSM:Flow,Sudden spike in incoming flows to web service ports from single/multiple IPs,DC0078,Network Traffic Flow
AN0490,Linux,auditd:SYSCALL,"High frequency of accept(), read(), or SSL_read() syscalls tied to nginx/apache processes",DC0035,Process Access
AN0490,Linux,linux:syslog,"Repetitive HTTP 408, 500, or 503 errors logged within short timeframe",DC0038,Application Log Content
AN0491,macOS,macos:unifiedlog,"Web service process (e.g., httpd) entering crash loop or consuming excessive CPU",DC0018,Host Status
AN0491,macOS,macos:unifiedlog,Rapid incoming TLS handshakes or HTTP requests in quick succession,DC0085,Network Traffic Content
AN0492,IaaS,AWS:CloudTrail,AuthorizeSecurityGroupIngress,DC0051,Firewall Rule Modification
AN0492,IaaS,AWS:CloudWatch,Sustained spike in CPU usage on EC2 instance with web service role,DC0018,Host Status
AN0492,IaaS,AWS:VPCFlowLogs,Unusual volume of inbound packets from single source across short time interval,DC0078,Network Traffic Flow
AN0493,Windows,WinEventLog:Security,"EventCode=4768, 4769, 4770",DC0002,User Account Authentication
AN0493,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0494,Linux,NSM:Connections,Repeated failed authentication attempts or replay patterns,DC0002,User Account Authentication
AN0494,Linux,auditd:SYSCALL,"execve: Suspicious binaries or scripts interacting with authentication binaries (sshd, gdm, login)",DC0032,Process Creation
AN0495,macOS,macos:osquery,execve: Processes unexpectedly invoking Keychain or authentication APIs,DC0032,Process Creation
AN0495,macOS,macos:unifiedlog,opendirectoryd crashes or abnormal authentication errors,DC0038,Application Log Content
AN0496,Identity Provider,azure:signinlogs,"TokenIssued, TokenRenewed: Unexpected or anomalous token issuance events",DC0002,User Account Authentication
AN0496,Identity Provider,m365:unified,ConsentGranted: Abuse of application integrations to mint tokens bypassing MFA,DC0038,Application Log Content
AN0497,Network Devices,NSM:Flow,Outbound or inbound TFTP file transfers of ROMMON or firmware binaries,DC0082,Network Connection Creation
AN0497,Network Devices,networkdevice:config,"Log entries indicating ROMMON image upgrade commands (boot system, upgrade rom-monitor)",DC0004,Firmware Modification
AN0497,Network Devices,networkdevice:syslog,"Unexpected reload, crashinfo, or boot message not tied to scheduled maintenance",DC0021,OS API Execution
AN0498,Windows,NSM:Flow,"http.request: HTTP requests and responses for specific script resources, unexpected content-types (application/octet-stream for script URLs), suspicious referrers, or obfuscated javascript resources",DC0085,Network Traffic Content
AN0498,Windows,WinEventLog:Application,"Browser or plugin/application logs showing script errors, plugin enumerations, or unusual extension load events",DC0038,Application Log Content
AN0498,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN0498,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0498,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0498,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0498,Windows,etw:Microsoft-Windows-Kernel-Process,Memory Modification / Unmapped module load or suspicious RWX allocations in the process space of a browser process,DC0020,Process Modification
AN0499,Linux,NSM:Connections,Outbound connections from newly spawned child processes or from the browser to uncommon endpoints or on anomalous ports,DC0082,Network Connection Creation
AN0499,Linux,NSM:Flow,"http::response: HTTP responses with suspicious content-type for scripts, long obfuscated javascript bodies, or redirects to exploit kit domains",DC0085,Network Traffic Content
AN0499,Linux,auditd:SYSCALL,"execve: execve calls where a browser/webview process is parent and child is interpreter (python, sh, ruby) or downloader (curl, wget)",DC0032,Process Creation
AN0499,Linux,linux:Sysmon,"New files in /tmp, /var/tmp, $HOME/.cache, executed within TimeWindow after browser HTTP fetch",DC0039,File Creation
AN0499,Linux,linux:syslog,"Application or browser logs (webview errors, plugin enumerations) indicating suspicious script evaluation or plugin loads",DC0038,Application Log Content
AN0500,macOS,NSM:Flow,"HTTP/HTTPS requests for script resources flagged by content inspection (excessive obfuscation, eval usage, unusual redirects)",DC0085,Network Traffic Content
AN0500,macOS,macos:unifiedlog,"Logs from unifiedlogging that show browser crashes, plugin enumerations, extension installs or errors around the same time as suspicious network fetches",DC0038,Application Log Content
AN0500,macOS,macos:unifiedlog,process_create: Process creation where parent is Safari/Google Chrome and child is script interpreter or signed-but-unusual helper binary,DC0032,Process Creation
AN0500,macOS,macos:unifiedlog,"New files written to /var/folders, /tmp, ~/Library/Caches, or ~/Downloads by browser context or its children",DC0039,File Creation
AN0500,macOS,macos:unifiedlog,Anomalous dyld dynamic library loads or RWX memory mappings in browser process,DC0020,Process Modification
AN0501,Identity Provider,AWS:CloudTrail,"ConsoleLogin: If IdP backed by cloud provider, Console login from new IP/agent after correlated endpoint compromise",DC0067,Logon Session Creation
AN0501,Identity Provider,azure:signinlogs,"SignIn: Sign-ins flagged as atypical (new geographic region, unfamiliar device id) shortly after correlated endpoint/browser compromise times",DC0002,User Account Authentication
AN0501,Identity Provider,m365:unified,"Application Consent grants, new OAuth client registrations, or unusual admin-level activities executed by a user account shortly after suspected drive-by compromise",DC0038,Application Log Content
AN0501,Identity Provider,saas:auth,Refresh token issuance or refresh token usage from new IPs or user agents,DC0013,User Account Metadata
AN0502,Windows,WinEventLog:Application,Outlook logs indicating failure to load or render HTML page in Home Page view,DC0038,Application Log Content
AN0502,Windows,WinEventLog:PowerShell,Execution of PowerShell script to enumerate or remove malicious Home Page folder config,DC0064,Command Execution
AN0502,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0502,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0503,Office Suite,m365:messagetrace,Inbound email triggering Outlook to auto-access folder tied to malicious Home Page,DC0064,Command Execution
AN0503,Office Suite,m365:unified,Folder configuration updated with external or HTML-formatted Home Page via Set-MailboxFolder,DC0038,Application Log Content
AN0504,Windows,NSM:Flow,port 5900 inbound,DC0078,Network Traffic Flow
AN0504,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN0504,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0505,Linux,NSM:Flow,TCP port 5900 open,DC0078,Network Traffic Flow
AN0505,Linux,auditd:EXECVE,None,DC0032,Process Creation
AN0505,Linux,linux:syslog,None,DC0088,Logon Session Metadata
AN0506,macOS,NSM:firewall,inbound connection to port 5900,DC0078,Network Traffic Flow
AN0506,macOS,macos:osquery,process_events,DC0032,Process Creation
AN0506,macOS,macos:unifiedlog,authentication,DC0067,Logon Session Creation
AN0507,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0507,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0508,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0509,macOS,macos:unifiedlog,process:launch,DC0032,Process Creation
AN0510,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0510,Windows,WinEventLog:Sysmon,EventCode=2,DC0061,File Modification
AN0510,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0510,Windows,WinEventLog:Sysmon,EventCode=15,DC0059,File Metadata
AN0511,Windows,WinEventLog:Application,"Stored procedure creation, modification, or xp_cmdshell invocation via SQL logs or SQL Server auditing",DC0029,Script Execution
AN0511,Windows,WinEventLog:Application,"CLR Assembly creation, loading, or modification logs via MSSQL CLR integration",DC0016,Module Load
AN0511,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0512,Linux,ApplicationLogs:SQL,"Stored procedure creation or modification with shell invocation (e.g., system(), exec())",DC0029,Script Execution
AN0512,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0513,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0513,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0513,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0513,Windows,WinEventLog:Sysmon,EventCode=17,DC0048,Named Pipe Metadata
AN0513,Windows,etw:Microsoft-Windows-RPC,rpc_call: srvsvc.NetShareEnum / NetShareEnumAll from non-admin or unusual processes,DC0021,OS API Execution
AN0514,Linux,NSM:Flow,connection: TCP connections to ports 139/445 to multiple hosts,DC0082,Network Connection Creation
AN0514,Linux,NSM:Flow,smb_command: TreeConnectAndX to \\*\IPC$ / srvsvc or Trans2/NT_CREATE for listing shares,DC0021,OS API Execution
AN0514,Linux,auditd:SYSCALL,"execve of smbclient, smbmap, rpcclient, nmblookup, crackmapexec smb",DC0032,Process Creation
AN0515,macOS,NSM:Firewall,Outbound connections to 139/445 to multiple destinations,DC0078,Network Traffic Flow
AN0515,macOS,NSM:Flow,connection: SMB connections to multiple internal hosts,DC0082,Network Connection Creation
AN0515,macOS,macos:endpointsecurity,"ES_EVENT_TYPE_NOTIFY_EXEC: Process execution of ""sharing -l"", ""smbutil view"", ""mount_smbfs""",DC0032,Process Creation
AN0515,macOS,macos:unifiedlog,"Command line contains smbutil view //, mount_smbfs //",DC0064,Command Execution
AN0516,Windows,WinEventLog:Security,EventCode=5140,DC0102,Network Share Access
AN0516,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0516,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0517,Linux,auditd:FILE,create: New file created in system binaries or temp directories,DC0039,File Creation
AN0517,Linux,auditd:SYSCALL,"execve: Invocation of scp, rsync, curl, or sftp",DC0064,Command Execution
AN0518,macOS,macos:unifiedlog,"Execution of scp, rsync, curl with remote destination",DC0032,Process Creation
AN0518,macOS,macos:unifiedlog,File created in ~/Library/LaunchAgents or executable directories,DC0039,File Creation
AN0519,ESXi,esxi:hostd,scp/ssh used to move file across hosts,DC0064,Command Execution
